OS,Runtime,Arch,Method,Iteration,ElapsedMs,PayloadBytes,ObjectCount
macOS,net8.0,arm64,Protobuf_Deserialize,50,0.235114,936161,400
macOS,net8.0,arm64,Protobuf_Deserialize,51,0.235835,936161,400
macOS,net8.0,arm64,Protobuf_Deserialize,52,0.234988,936161,400
macOS,net8.0,arm64,Protobuf_Deserialize,53,0.234778,936161,400
macOS,net8.0,arm64,Protobuf_Deserialize,54,0.236057,936161,400
macOS,net8.0,arm64,Protobuf_Deserialize,55,0.235964,936161,400
macOS,net8.0,arm64,Protobuf_Deserialize,56,0.238437,936161,400
macOS,net8.0,arm64,Protobuf_Deserialize,57,0.237512,936161,400
macOS,net8.0,arm64,Protobuf_Deserialize,58,0.238444,936161,400
macOS,net8.0,arm64,Protobuf_Deserialize,59,0.239415,936161,400
macOS,net8.0,arm64,Protobuf_Deserialize,60,0.238938,936161,400
